stem,long,translation,n
aufzugeh,aufzugehen,to open,49
azar,azar,azar,49
babiš,babiš,with babiš as prime minister,49
bandmitglied,bandmitglied,band member,49
baumgartn,baumgartner,baumgartner,49
bundeshausmedi,bundeshausmedien,federal media,49
civey,civey,civey,49
coman,coman,coman,49
crews,crews,crews,49
dreierreih,dreierreihe,set of three,49
ehegattensplitting,ehegattensplitting,spouse splitting,49
eingeblas,eingeblasen,"in the converter, air is blown",49
eingeschlaf,eingeschlafen,asleep,49
einzubett,einzubetten,easy to embed,49
erfreulicherweis,erfreulicherweise,fortunately,49
expertenrund,expertenrunde,quofox expert panel,49
faszination,faszination,fascinating,49
federation,federation,xsphere federation,49
finanzinvestor,finanzinvestor,an investor is looking to make a clean sweep,49
finma,finma,finma,49
gekocht,gekocht,cooked,49
goldmedaill,goldmedaille,gold medal,49
graubund,graubünden,grisons,49
harum,harum,harum,49
hineingegang,hineingegangen,entered,49
infektionskontroll,infektionskontrolle,infection control,49
infograf,infografik,infographic,49
jisf,jisf,jisf,49
kipppunkt,kipppunkt,conduct the axle over upper tipping point,49
knau,knauer,ufer knauer,49
landerspieltreff,länderspieltreffer,international match goal,49
ludvig,ludvig,ludvig,49
luftsicherheitsagentur,luftsicherheitsagentur,aviation security agency,49
mattias,mattias,mattias köhne,49
mbapp,mbappe,mbappe,49
mehrjahresbudget,mehrjahresbudget,multiannual budget,49
mindeststeu,mindeststeuer,minimum tax,49
nakn,nakn,nakn,49
nati,nati,nati,49
nettoempfang,nettoempfänger,net recipient,49
nihil,nihil,ninguna,49
norak,norak,norak,49
nutzti,nutztiere,livestock,49
paragon,paragon,paragon,49
platini,platini,platini,49
plenkovic,plenkovic,plenkovic,49
pomm,pomm,pomm,49
primoz,primoz,primoz,49
ratingergebnis,ratingergebnis,"rating result in the system ""other customers",49
raumfahrtindustri,raumfahrtindustrie,industry,49
raumstation,raumstation,space station (iss,49
sauytbay,sauytbay,sauytbay,49
schlagkraft,schlagkraft,power of impact,49
sorgeloos,sorgeloos,worryless,49
sozialwissenschaftl,sozialwissenschaftler,social sciences technicians,49
spill,spill,spill,49
superwaff,superwaffe,super weapon,49
teilnehmerfeld,teilnehmerfeld,add participant field,49
thunman,thunman,thunman,49
tpoefsxfh,tpoefsxfh,tpoefsxfh,49
trennvorhang,trennvorhänge,curtains,49
versandapothek,versandapotheke,mail order pharmacy,49
verschuldungsverbot,verschuldungsverbot,ban on debt,49
voestalpin,voestalpine,voestalpine,49
vorgewies,vorgewiesen,presented,49
weltranglistenerst,weltranglistenerste,world number one,49
whitm,whitmer,whitmer,49
wildcard,wildcard,wildcard,49
zack,zack,bing,49
arbeitsrechtlerin,arbeitsrechtlerin,labor lawyer,48
asarenka,asarenka,asarenka,48
aufmacht,aufmacht,if you open the suitcase,48
aufsperr,aufsperren,unlocking,48
auftaktspiel,auftaktspiel,opening game,48
baltenstaat,baltenstaat,baltic state,48
bandkolleg,bandkollege,bandmate,48
barmettl,barmettler,bartender,48
bellingham,bellingham,bellingham,48
campo,campo,campo,48
cinema,cinema,cinema,48
cision,cision,cision,48
coiffeur,coiffeur,provider,48
cordoba,cordoba,cordoba,48
dazusteh,dazustehen,"fear, of being broke",48
egloff,egloff,egloff,48
erfolgsrezept,erfolgsrezept,a winning formula,48
ergebnislos,ergebnislos,inconclusive,48
ergebnisverbesser,ergebnisverbesserung,improvement of results,48
fahrlini,fährlinie,ferry line,48
flani,flanieren,radial sauntering,48
fois,fois,fois,48
geely,geely,geely,48
gorg,görg,dr. görg,48
graham,graham,graham,48
grunderin,gründerin,founder,48
halbjahreszahl,halbjahreszahlen,half-year figures,48
hasl,hasle,hasle havnebad,48
jpmorgan,jpmorgan,jpmorgan,48
kaderplan,kaderplan,squad plan,48
karim,karim,md karim,48
konkurrenzhaf,konkurrenzhäfen,competitive ports,48
læsø,læsø,læsø,48
lenin,lenin,lenin,48
letz,letz,in the latter sense,48
leuchtturm,leuchtturm,light tower,48
linear,lineare,linear,48
lizenzgebuhr,lizenzgebühr,licence fee,48
lundstrom,lundstrom,lundstrom,48
luxustourist,luxustouristen,luxury tourists,48
massenvertreib,massenvertreibung,mass displacement,48
migrationsbevolker,migrationsbevölkerung,brief information for the migrant population,48
misstrauensantrag,misstrauensantrag,motion of censure,48
mitbringt,mitbringt,club atmosphere,48
morris,morris,morris (3,48
naumann,naumann,naumann,48
ordensschw,ordensschwestern,religious sisters,48
pancevski,pancevski,pancevski,48
peppermint,peppermint,peppermint,48
pfann,pfann,pan,48
polarkreis,polarkreis,the arctic circle,48
quarantaneverordn,quarantäneverordnung,quarantine order,48
rastplatz,rastplatz,rest area,48
rezension,rezension,review,48
rouv,rouven,rouven sperling,48
ruckzieh,rückzieher,backed out,48
saisonphas,saisonphase,seasonal phase,48
salihamidzic,salihamidzic,salihamidzic,48
schaltzentral,schaltzentrale,central control panel,48
sjostrand,sjöstrand,sjöstrand,48
sonderrecht,sonderrecht,special rights,48
spielbud,spielbude,playhouse,48
squadra,squadra,squadra corse ltd,48
testniveau,testniveau,maintenance facility-test level,48
torlos,torlos,goalless,48
trapp,trapp,trapp,48
umbaus,umbaus,remodeling,48
vattenfall,vattenfall,vattenfall,48
viertgrosst,viertgrösste,fourth biggest,48
vorbestell,vorbestellen,pre-order now,48
wembley,wembley,wembley,48
wiederaufbauinstrument,wiederaufbauinstrument,reconstruction instrument,48
wirtschaftsreform,wirtschaftsreformen,economic reforms,48
wohnimmobili,wohnimmobilie,residential property,48
zustimmungswert,zustimmungswert,approval rating,48
aarau,aarau,aarau,47
abgetrag,abgetragen,removable rollers,47
akanji,akanji,akanji,47
armando,armando,armando,47
barmittel,barmittel,cash,47
caminho,caminhoes,caminhoes,47
chtigung,chtigung,task edit bas_no_authorisation,47
dahlgr,dahlgren,dahlgren,47
deniz,deniz,deniz,47
entgegengekomm,entgegengekommen,accommodated,47
erbsenprotein,erbsenprotein,pea protein,47
eurosport,eurosport,itunes,47
explicabo,explicabo,explicabo,47
exzentr,exzentriker,extravagant,47
finanzinstrument,finanzinstrument,financial instrument,47
foucault,foucault,foucault,47
funiciello,funiciello,funiciello,47
fussballtraining,fußballtraining,football training,47
gartenparty,gartenparty,garden party,47
gedenktafel,gedenktafel,memorial plaque,47
gegenbeispiel,gegenbeispiel,counter example,47
gesellschaftssyst,gesellschaftssystem,social system,47
hautnah,hautnah,close to your skin,47
huet,huet,hat,47
ilkay,ilkay,ilkay,47
investmentfond,investmentfonds,investment funds,47
jagt,jagt,chases,47
kocsis,kocsis,kocsis,47
labil,labil,unstable,47
larson,larson,brad larson,47
libero,libero,libero,47
lobend,lobend,"protective, helping, praising, concerned",47
losungsvorschlag,lösungsvorschlag,suggested solution,47
luftungsanlag,lüftungsanlage,ventilation system,47
lundblad,lundblad,"reference is for example made to lundblad and bradshaw, biotechnol",47
meuni,meunier,pinot meunier,47
modekett,modekette,fashion chain,47
mondo,mondo,mondo,47
nachschreibetermin,nachschreibetermin,rewriting date,47
netanjahus,netanjahus,netanyahus,47
neuinfektionsrat,neuinfektionsrate,the rate of new infections in germany in people from high-prevalence countries is steadily increasing,47
neunmal,neunmal,nine times,47
niederreit,niederreiter,niederreiter,47
onibus,onibus,onibus,47
peck,pecks,pecks,47
plattenfirma,plattenfirma,record company,47
reichertz,reichertz,"<g id=""1"">judith reichertz</g><g id=""2"">	</g><g id=""3"">judith reichertz</g>",47
scheck,scheck,cheque,47
siebert,siebert,siebert,47
socc,soccer,soccer,47
standortschliess,standortschliessungen,site closures,47
urlauberin,urlauberin,vacationer zoe simmons told cnn,47
videochat,videochat,client.videocall.videocall,47
westenhellweg,westenhellweg,westenhellweg,47
wettergr,wettergren,weathergren,47
zangerl,zangerl,zangerl,47
zlatko,zlatko,zlatko,47
achtstund,achtstündige,eight hour,46
armutsforsch,armutsforscher,poverty researcher,46
auseinanderdrift,auseinanderdriften,drifting apart,46
backyard,backyard,backyard,46
beifahr,beifahrer,front passenger,46
beneidet,beneidet,jörg envies the men,46
bitkom,bitkom,bitkom,46
caspar,caspar,jo caspar,46
commissioned,commissioned,commissioned,46
contingenci,contingencies,release of risk contingencies,46
degott,degott,degott,46
dison,disons,disons,46
doppelweltmeist,doppelweltmeister,double world champion,46
drogenhandel,drogenhandel,drug dealing,46
eiland,eiland,eiland 2,46
eingeweiht,eingeweiht,inaugurated,46
einschli,einschlie,including,46
élyséekreis,élyséekreisen,élysée circles,46
energieverbrauch,energieverbrauch,energy consumption,46
erholsam,erholsam,restful,46
eriks,eriksen,eriksen,46
erzeugerpreis,erzeugerpreis,producer price,46
europatourne,europatournee,european tour,46
expedition,expedition,expedition,46
ferienunterkunft,ferienunterkunft,holiday accommodation,46
flossbach,flossbach,flossbach von storch ag,46
geldgeschenk,geldgeschenke,money gifts,46
gipfelrund,gipfelrunde,summit round,46
grossregion,großregion,greater region,46
harm,harms,harms,46
hinkley,hinkley,hinkley point c,46
hinunt,hinunter,down,46
infektionsschutzbehord,infektionsschutzbehörden,infection control authorities,46
jahresweltbestenlist,jahresweltbestenliste,annual world best list,46
kemmerich,kemmerich,kemmerich,46
kitzbuhel,kitzbühel,kitzbühel,46
kostendeck,kostendeckend,accident insurance does not cover costs,46
krach,krach,crash,46
kreuzbandriss,kreuzbandriss,anterior cruciate ligament injury,46
krimi,krimi,crime fiction,46
krisengeschuttelt,krisengeschüttelte,crisis-ridden,46
kristianstad,kristianstad,kristianstad,46
lotteri,lotterie,lottery,46
lundahl,lundahl,lundahl,46
meisel,meisel,mr. meisel,46
moer,moers,moers,46
múzeum,múzeum,múzeum,46
naumburg,naumburg,naumburg,46
nuclear,nuclear,nuclear,46
opof,opof,opof,46
pavillon,pavillon,pavilion,46
pekka,pekka,pekka lukkari,46
pichl,pichler,pichler,46
profikarri,profikarriere,professional career,46
qjduvsf,qjduvsf,qjduvsf,46
rammstein,rammstein,rammstein,46
rath,rath,advice,46
rehberg,rehberg,rehberg; btvs,46
reino,reino,reino,46
resend,resende,resende,46
rettungsplan,rettungsplan,rescue plan,46
ruhezeit,ruhezeit,rest time,46
schulfrei,schulfrei,there is never school on sunday,46
schultz,schultz,doug schultz,46
schweinep,schweinepest,classical swine fever,46
sedran,sedran,sedran,46
segl,segler,segler,46
sensibilitat,sensibilität,sensitivity,46
siegerin,siegerin,winner,46
skilift,skilift,ski lift,46
slash,slash,slash,46
spielmach,spielmacher,key player,46
suchtig,süchtig,addiction,46
testaktivitat,testaktivität,test activity,46
tonproblem,tonprobleme,sound problems,46
tuzmfµ,tuzmfµ,tuzmfµ,46
ubernimm,übernimm,take over,46
ufhofmm,ufhofmm,ufhofmm,46
urlaubsflug,urlaubsflug,vacation flight,46
verbandsangab,verbandsangaben,"source: association specifications, calculations sst",46
vierzehntag,vierzehntägige,fortnightly,46
ýcfs,ýcfs,ýcfs,46
zach,zach,zach,46
zeitgeist,zeitgeist,zeitgeist (1,46
zukunftsmodell,zukunftsmodell,future model of operations,46
abnick,abnicke,nod off,45
abstricht,abstrichtest,scrape,45
agententhrill,agententhriller,agent thriller,45
arbeitspapi,arbeitspapier,working paper,45
auseinanderbrech,auseinanderbrechen,the euro will fall apart,45
baraits,baraitser,baraitser,45
barkeep,barkeeper,bartender,45
beirr,beirren,confuse,45
bockwoldt,bockwoldt,"<g id=""1"">sound</g><g id=""2"">	 </g><g id=""3"">edgar nottorf, johann bockwoldt</g>",45
boomend,boomende,booming centres,45
bravo,bravo,bravo,45
briator,briatore,briatore,45
brønderslev,brønderslev,brønderslev,45
brouw,brouwer,brouwer,45
calderano,calderano,calderano,45
chesnot,chesnot,chesnot,45
culpa,culpa,mea culpa,45
dejan,dejan,dejan žmuk,45
dertour,dertour,dertour,45
dunkelrot,dunkelrot,dark red,45
dzif,dzif,dzif,45
einteilt,einteilt,so i do not know how you divide that,45
erschnuffeln,erschnüffeln,sniff out,45
ferienaufenthalt,ferienaufenthalt,vacation stay,45
ferrell,ferrell,eric ferrell,45
fhom,fhom,fhom,45
fiskalunion,fiskalunion,fiscal union,45
garcia,garcia,garcia,45
gedenkt,gedenkt,commemorates,45
gesamtdeal,gesamtdeal,overall deal,45
geschmerzt,geschmerzt,ached,45
hadert,hadert,struggles,45
hallensaison,hallensaison,indoor season,45
helga,helga,helga ries,45
herumgelarmt,herumgelärmt,fussed around,45
hjørring,hjørring,terms of delivery dap hjørring,45
hochzeitskleid,hochzeitskleid,wedding party dress,45
immunzell,immunzellen,strengthened immune cells,45
jammerbugt,jammerbugt,whines,45
kleinfamili,kleinfamilie,small family,45
knieproblem,knieprobleme,knee problems,45
koll,koll,koll,45
krasniqi,krasniqi,liridon krasniqi,45
krog,krog,krog,45
markl,markl,dr. timo markl md,45
mesto,mesto,novo mesto,45
migrationspakt,migrationspakt,migration pact,45
millionenbereich,millionenbereich,cost reduction programmes in the double-digit million range,45
mitnahm,mitnahm,took away,45
mpdlepxo,mpdlepxo,mpdlepxo,45
nabarro,nabarro,"nabarro llp, london<x id=""2""/>125 london wall",45
newcom,newcomer,newcomer,45
olivia,olivia,olivia,45
onlineshop,onlineshop,online shop,45
pforzheim,pforzheim,pforzheim,45
possneck,pößneck,pößneck,45
profi,profi,professional,45
rauchfrei,rauchfreies,smoke-free property,45
rickli,rickli,"<g id=""1"">lic</g><g id=""2"">, </g><g id=""3"">jur</g><g id=""4""/><g id=""5"">, s. rickli</g>",45
rind,rind,cattle,45
rockleg,rocklegende,rock legend,45
rollenverteil,rollenverteilung,role distribution,45
roubini,roubini,source: roubini thoughtlab,45
rucktransport,rücktransport,return transport,45
schaft,schaft,schaft,45
sonderausgab,sonderausgabe,special edition,45
spionag,spionage,espionage,45
staatsepidemolog,staatsepidemologe,state epidemologist,45
themenho,themenhoheit,subject sovereignty,45
thisted,thisted,thisted,45
unruhm,unrühmliche,inglorious,45
unsag,unsäglich,i find that description appalling,45
velit,velit,mister velit,45
verspruht,versprüht,tractor sprays pesticides,45
vertragsverlanger,vertragsverlängerung,contract extension,45
vesthimmerland,vesthimmerland,vesthimmerland,45
videosprechstund,videosprechstunde,video hour,45
viereinhalb,viereinhalb,oren was four and a half years old,45
viruseindamm,viruseindämmung,virus containment,45
walpurgis,walpurgis,walpurgis,45
weihnachtszeit,weihnachtszeit,christmas time,45
welternahrungsprogramm,welternährungsprogramm,world food programme,45
weltspitz,weltspitze,world class,45
wettkampfpraxis,wettkampfpraxis,competitive practice,45
wildnis,wildnis,wilderness,45
wohlgemuth,wohlgemuth,w. wohlgemuth,45
xhaka,xhaka,granit xhaka - arsenal fc,45
abzurat,abzuraten,not advised,44
ahmed,ahmed,ahmed khan,44
ajla,ajla,ajla,44
altstar,altstar,old star,44
andant,andante,alonzor,44
andrei,andrei,andrey,44
angeknipst,angeknipst,switched on,44
aschbach,aschbacher,privacy policy: maximale belastung beats  (musikverlag rene aschbacher,44
aufwi,aufwies,stove pipe,44
aust,aust,aust,44
avectas,avectas,avectas,44
barfuss,barfuss,| anne barfuss,44
bauchig,bauchige,bulbous,44
beisammensein,beisammensein,small get together,44
benedict,benedict,benedict,44
benni,benni,ben plunkett,44
benno,benno,benno mohr,44
bias,bias,bias (disambiguation,44
blankoscheck,blankoscheck,blank check,44
bohr,bohr,pipe,44
bosewicht,bösewicht,villain,44
bossong,bossong,bossong,44
brignon,brignone,brignone,44
busquet,busquets,busquets,44
charm,charme,charms,44
dekoration,dekoration,decoration,44
deubelbeiss,deubelbeiss,deubelbeiss,44
ebubmbzfsqvti,ebubmbzfsqvti,ebubmbzfsqvti,44
einbehalt,einbehalt,retainer,44
elias,elias,elias,44
elitar,elitär,elitist,44
energet,energetisch,energetic,44
enklav,enklave,enclave,44
ermass,ermässigung,discount,44
evaluier,evaluierung,evaluation,44
festgestand,festgestanden,established,44
finanzgipfel,finanzgipfel,financial summit,44
finanzquell,finanzquellen,sources of funds,44
fraunhof,fraunhofer,fraunhofer,44
freiern,freiern,freer,44
fuhrungsanspruch,führungsanspruch,claim to leadership,44
fussballl,fussballligen,"in the european continent, world's best football players exist",44
fussballplatz,fussballplatz,football pitch,44
gans,gänse,geese,44
gesamtinfektion,gesamtinfektionen,total infections,44
gesundheitspass,gesundheitspass,health pass,44
hækkerup,hækkerup,hækkerup,44
hemmnis,hemmnis,obstacle,44
hofbau,hofbauer,franz hofbauer,44
hospitalisierungsrat,hospitalisierungsrate,"increased hospitalization rate and increased mortality [1, 6",44
indoor,indoor,indoor,44
jahrhundertpandemi,jahrhundertpandemie,century pandemic,44
kantonsregier,kantonsregierung,cantonal government,44
keef,keefe,service – mike o’keefe,44
klimaaktivist,klimaaktivist,climate activist,44
lizenzgeb,lizenzgeb,licensed,44
metrics,metrics,hss metrics,44
metzg,metzger,metzger,44
moisis,moisis,moisis,44
mustafic,mustafic,mustafic,44
nesciunt,nesciunt,nec differri potest a ceteris animalibus qui calculi nesciunt rationem,44
nettobeitrag,nettobeitrag,net contribution,44
nettozahlerland,nettozahlerländer,net payer countries,44
oberhand,oberhand,upper hand,44
parmelin,parmelin,mission parmelin,44
petent,petent,petitioner,44
privatvermog,privatvermögen,private assets,44
ratsgebaud,ratsgebäude,council building,44
reformpolit,reformpolitik,reform policy,44
regio,regio,regio,44
reising,reisinger,bernadette reisinger,44
relation,relationen,relations,44
restlos,restlos,completely = 0,44
rettend,rettende,saving,44
romelu,romelu,romelu,44
schwererkrankt,schwererkrankte,seriously ill,44
sebg,sebg,2) sebg,44
segelboot,segelboot,sailboat,44
spielweis,spielweise,strategy,44
sundblad,sundblad,sundblad,44
superettan,superettan,superettan,44
tagebuch,tagebuch,diary,44
titeltrag,titelträger,15 drivers titles,44
umsatzsteiger,umsatzsteigerung,revenue growth,44
umsteu,umsteuern,reverse,44
unzulang,unzulänglich,inadequate,44
verfliegt,verfliegt,time flies,44
versammlungsgrenz,versammlungsgrenze,meeting limit,44
